date|comment|rating|airline
|vacation on a budget. My Husband and I can not wait to fly delta again! In the past we have flown delta multiple times weather it is from NY to FL, LAX to NJ and even overseas. Delta never disappoints. Delta always has amazing deals to vacation on a budget, the staff is always friendly and the snacks…|50|Delta
2 Helpful votes|Holiday to Vegas. Check In was great at Dublin Airport, Delta Staff at check in were amazing, we were able to check in our hand luggage cases as well, which left us virtually hands free. Airline staff were great also, food, drink, movies on flight were brilliant. Would fly with Delta Airlines…|50|Delta
1 Helpful vote|Flight from Tampa, Florida to Atlanta, Georgia via Delta Airlines. Returning home after a great vacation is always hard to do, but, we boarded Delta Airlines in Tampa , Florida and flew to Atlanta, Georgia on Jan. 20, 2019. The crew was pleasant and helpful. The flight was very smooth and we had snacks during the flight. The seating was…|50|Delta
|On Time Departure, Early Arrival. Booked flight to Mexico with Delta after reading glowing customer service reviews online. Flight left on time and arrived early in our destination. The staff at the ticketing counter was friendly and the flight attendants were also very accommodating (and bi-lingual!). Flight…|40|Delta
|Premium Select LHR-ATL. Delta's relatively new Premium Select class is a success in my view. We flew to and from London Heathrow, and the difference between PS and Delta One is way less than the cost differential. It's a small number of seats with attentive service and perks that rival the most…|50|Delta
2 Helpful votes|Easy Transcontinental Flight. Perfect flight! Service was great from pre-boarding to landing. Boarding was done very efficiently, we even took off a few minutes early. The crew was quick to serve all beverages and meals. We received a complimentary meal in Main cabin, which is uncommon in basic economy fares…|50|Delta
1 Helpful vote|The Exit Light Fiasco. To start my wife and I require assistance to get to boarding gates at airports due to her knees and my COPD. Last year we flew Delta through FLL and found a very irritable Delta staff at D8 gate. We arrived at the gate in wheelchairs and decided to give them up and walk down the…|10|Delta
|Boston direct to Montego Bay. Delta offers direct service to Montego Bay from Boston. In the summer it is Saturday and in the winter it is Friday. So much easier than having to make (and maybe miss) a connection in the other gateway cities to the Caribbean.|50|Delta
2 Helpful votes|Delta seems doggedly determined to deliver and delight with smiles, safety, satisfaction, and service!. Having flown with Delta airlines for many years and for hundreds of thousands of miles, I have seen a steady improvement in their desire to provide customer service and satisfaction. Automatic seating upgrades are given to loyal customers. Medallion members (frequent flyers)…|50|Delta
|4 FLIGHTS AND ALL ON TIME!. Made last minute flight bookings for an overnight trip and needed all flights to be on time. I was thrilled they were! One layover in Atlanta was a real tight time frame but I did manage to make it to the second plane. Planes were clean, service was great!|50|Delta
|Go-to Airline!!!. Flying with Delta is always a wonderful experience from the time I check in my luggage, board the plane, take off, and land. The workers at the kiosk desk ensure that I have everything I need prior to going through securing I haven’t ran into one person who has had a terrible…|50|Delta
|Perfection is an Understatement. This was the best airline that I have ever been on. Comfortable doesn't fairly sum up the seats that were available in the economy class. The entertainment provided was also a huge plus and I could actually watch what I wanted to watch for a change without having my siblings…|50|Delta
|Best flight. We took delta airlines from Philadelphia to Orlando for our vacation. Everyone was very nice, from the cleaning staff to the pilots. The airplane pilots let my son have a tour of the flight deck and took a pic with him. Security was great, no issues there. Will definitely fly…|50|Delta
1 Helpful vote|Early. Recently leaving Orlando (MCO) International Airport, en route to the Greater Rochester International Airport (ROC), on Delta Airlines, I found both aircraft were clean, both flights had very caring and professional crew members and was early arriving on one flight and on time…|50|Delta
|No complaints. Flew Delta Airlines with a connection in ATL the 2nd week of January 2020. Both legs of the flight were good with a pretty cool crew on both legs. Flights left and arrived on time. No complaints.|40|Delta
|A pleasant flight with very cheerful, friendly and helpful Crew Team. The crew greeted us, as we boarded, helped people with their luggage. The coffee was good, they gave you choice of snacks, they did recommend their famous cookies with the coffee. Crew made checks along the flight to see if we needed anything. They thanked us for flying with…|50|Delta
2 Helpful votes|English Subtitle Movies. Far from traditional First Class International or Domestic Flight. Although, the flight attendant was pleasant, our cabin was not offered beverages once we boarded the flight. The one good component about this flight was that there was a large selection of entertainment, and a…|40|Delta
